relative_path,pattern,count,classification,context_sample
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/lineage/source_claims_champions_O_Z.jsonl,non_wr_url,300,needs_review_policy_or_guardrail_context,"_revalidation"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || _revalidation"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || _revalidation"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || _revalidation"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || _revalidation"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/lineage/source_refresh_queue_champions_O_Z.json,lol_pc_phrase,60,needs_review_policy_or_guardrail_context,"douts"",       ""tips"",       ""strategy""     ],     ""blocked_fallbacks"": [       ""LoL PC champion pages"",       ""generic wiki pages without WR prefix"",       ""unapprove || douts"",       ""tips"",       ""strategy""     ],     ""blocked_fallbacks"": [       ""LoL PC champion pages"",       ""generic wiki pages without WR prefix"",       ""unapprove || douts"",       ""tips"",       ""strategy""     ],     ""blocked_fallbacks"": [       ""LoL PC champion pages"",       ""generic wiki pages without WR prefix"",       ""unapprove || douts"",       ""tips"",       ""strategy""     ],     ""blocked_fallbacks"": [       ""LoL PC champion pages"",       ""generic wiki pages without WR prefix"",       ""unapprove || douts"",       ""tips"",       ""strategy""     ],     ""blocked_fallbacks"": [       ""LoL PC champion pages"",       ""generic wiki pages without WR prefix"",       ""unapprove"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/lineage/source_refresh_queue_champions_O_Z.json,non_wr_url,60,needs_review_policy_or_guardrail_context,"allowed_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",       ""https://www.wildriftfire.com/guide/olaf"",       ""https://www.wildriftf || owed_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Orianna"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/orianna/"",       ""https://www.wildriftfire.com/guide/orianna"",       ""https://www.wildri || allowed_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Ornn"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/ornn/"",       ""https://www.wildriftfire.com/guide/ornn"",       ""https://www.wildriftf || wed_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Pantheon"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/pantheon/"",       ""https://www.wildriftfire.com/guide/pantheon"",       ""https://www.wildr || llowed_urls"": [       ""https://wiki.leagueoflegends.com/en-us/WR:Poppy"",       ""https://wildrift.leagueoflegends.com/en-sg/champions/poppy/"",       ""https://www.wildriftfire.com/guide/poppy"",       ""https://www.wildrift"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/quality/champion_ability_cooldown_missing_values_report_O_Z.json,non_wr_url,300,needs_review_policy_or_guardrail_context,""": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/quality/champion_base_stats_missing_values_report_O_Z.json,non_wr_url,780,needs_review_policy_or_guardrail_context,"rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/quality/source_access_report_O_Z.json,non_wr_url,1,needs_review_policy_or_guardrail_context,"ailed_or_unavailable_in_current_environment"",   ""attempted_via_web_run"": [     ""https://wildrift.leagueoflegends.com/en-sg/champions/"",     ""https://wiki.leagueoflegends.com/en-us/WR:Wild_Rift"",     ""https://wiki."
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/public/data/abilities_O_Z.json,non_wr_url,2700,needs_review_policy_or_guardrail_context,"rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr || urls"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",           ""https://www.wildriftfire.com/guide/olaf"",           ""https://www.w || rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr || rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr || rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/public/data/champions_O_Z.json,non_wr_url,6240,needs_review_policy_or_guardrail_context,"rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/public/data/wr_champions_O_Z.json,non_wr_url,6240,needs_review_policy_or_guardrail_context,"rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/database/cooldowns/champion_ability_cooldowns_O_Z.json,non_wr_url,300,needs_review_policy_or_guardrail_context,"urls"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",           ""https://www.wildriftfire.com/guide/olaf"",           ""https://www.w || urls"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",           ""https://www.wildriftfire.com/guide/olaf"",           ""https://www.w || urls"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",           ""https://www.wildriftfire.com/guide/olaf"",           ""https://www.w || urls"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",           ""https://www.wildriftfire.com/guide/olaf"",           ""https://www.w || urls"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",           ""https://www.wildriftfire.com/guide/olaf"",           ""https://www.w"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/database/entities/wr_abilities_O_Z_full.json,non_wr_url,2700,needs_review_policy_or_guardrail_context,"rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr || urls"": [           ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",           ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",           ""https://www.wildriftfire.com/guide/olaf"",           ""https://www.w || rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr || rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr || rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/database/entities/wr_abilities_O_Z_full.jsonl,non_wr_url,2700,needs_review_policy_or_guardrail_context,"ource_refresh"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || ource_refresh"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || ource_refresh"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || ource_refresh"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || ource_refresh"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/database/entities/wr_champions_O_Z_full.json,non_wr_url,6300,needs_review_policy_or_guardrail_context,"rce_urls"": [         ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",         ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",         ""https://www.wildriftfire.com/guide/olaf"",         ""https://www.wildr || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w || "": [             ""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",             ""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",             ""https://www.wildriftfire.com/guide/olaf"",             ""https://w"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/database/entities/wr_champions_O_Z_full.jsonl,non_wr_url,6300,needs_review_policy_or_guardrail_context,"ource_refresh"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || ource_refresh"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || ource_refresh"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || ource_refresh"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/ || ource_refresh"",""source_urls"":[""https://wiki.leagueoflegends.com/en-us/WR:Olaf"",""https://wildrift.leagueoflegends.com/en-sg/champions/olaf/"",""https://www.wildriftfire.com/guide/olaf"",""https://www.wildriftfire.com/guide/"
