relative_path,domain,line_count,bad_lines,first_keys,bytes
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/database/relationships/global_relationship_index.jsonl,other,15648,0,edge_id|relationship_type|family|source_entity_type|source_entity_id|source_name|target_entity_type|target_entity_id|target_name|shared_effect_tags|interaction_summary_brief|interaction_summary_full|reason_codes|strength|confidence|source_status|patch_version|provenance,16594837
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/features/feature_seed.jsonl,other,1006,0,entity_id|entity_tag_count,55495
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/gnn/edge_index.jsonl,other,16338,0,source|target|relation_type_id|edge_id|weight,2809627
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/gnn/node_features.jsonl,other,1006,0,node_id|node_type_id|tag_count|patch_version|source_status,156585
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph/edges_all.jsonl,other,16338,0,id|source|target|type|patch_version|source_status,4386094
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph/nodes_all.jsonl,other,1006,0,id|type|label|patch_version|tags|source_status,262913
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/graph_rag/graph_retrieval_eval_set.jsonl,other,2,0,eval_id|question|must_use_paths|must_label_generated_rules|must_not_claim_official_if_generated,524
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/lineage/source_claims_all.jsonl,ai,1329,0,claim_id|entity_type|entity_id|field|value|claim_type|source_status|source_family|source_urls|patch_version|retrieved_at|created_at|confidence|caveat,810752
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/rag/all_chunks_integrated.jsonl,other,17188,0,eval_id|query|expected|must_not_include,11647546
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/rag/chunks_counters.jsonl,counters_matchups,3459,0,chunk_id|entity_type|entity_id|patch_version|text_for_embedding|metadata|source_status,2227235
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/rag/chunks_synergies.jsonl,synergies,12189,0,chunk_id|entity_type|entity_id|patch_version|text_for_embedding|metadata|source_status,8081085
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/warehouse/gold/fact_counter_edge.jsonl,counters_matchups,3459,0,edge_id|relationship_type|family|source_entity_type|source_entity_id|source_name|target_entity_type|target_entity_id|target_name|source_counter_tags|target_effects_denied|deny_type|interaction_summary_brief|interaction_summary_full|reason_codes|limitations|strength|confidence|source_status|patch_version|provenance,4163476
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/riftcoach_wr_intelligence_database_v0_6_0_chunk10_final/warehouse/gold/fact_synergy_edge.jsonl,synergies,12189,0,edge_id|relationship_type|family|source_entity_type|source_entity_id|source_name|target_entity_type|target_entity_id|target_name|shared_effect_tags|interaction_summary_brief|interaction_summary_full|reason_codes|strength|confidence|source_status|patch_version|provenance,12431361
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1_1/riftcoach_wr_intelligence_database_v0_6_0_chunk1_1/ai/graph_reasoning_eval_set.jsonl,ai,2,0,eval_id|input|expected,463
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1_1/riftcoach_wr_intelligence_database_v0_6_0_chunk1_1/database/relationships/global_relationship_index_seed.jsonl,other,5,0,edge_id|source|target|relationship_type|direction|summary_brief|summary_full|reason_codes|source_effects|target_effects|confidence|source_status|patch_version|valid_from_patch|valid_to_patch|provenance|ui,5614
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1_1/riftcoach_wr_intelligence_database_v0_6_0_chunk1_1/graph_rag/graph_retrieval_eval_set.jsonl,other,2,0,eval_id|question|must_use_paths|must_label_generated_rules|must_not_claim_official_if_generated,524
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1_1/riftcoach_wr_intelligence_database_v0_6_0_chunk1_1/public/data/relationship_index_seed.jsonl,other,5,0,edge_id|source|target|relationship_type|direction|summary_brief|summary_full|reason_codes|source_effects|target_effects|confidence|source_status|patch_version|valid_from_patch|valid_to_patch|provenance|ui,5614
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk2/riftcoach_wr_intelligence_database_v0_6_0_chunk2/database/entities/wr_ability_lockfile_flat.jsonl,abilities,690,0,champion_id|champion_name|slot|key|name|lock_status|source_status|source_family|source_urls|patch_version|game|not_lol_pc|no_lol_pc_overwrite|final_database_ready|notes,401719
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk2/riftcoach_wr_intelligence_database_v0_6_0_chunk2/graph/edges_ability_lockfile_seed.jsonl,abilities,46,0,id|source|target|type|patch_version|source_status,9704
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk2/riftcoach_wr_intelligence_database_v0_6_0_chunk2/graph/nodes_ability_lockfile_seed.jsonl,abilities,45,0,id|label|type|patch_version|source_status,7335
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk2/riftcoach_wr_intelligence_database_v0_6_0_chunk2/lineage/field_level_provenance_ability_names.jsonl,abilities,20,0,provenance_id|entity_id|field_path|value|unit|source_status|source_family|source_urls|patch_version|retrieved_at|created_at|confidence,12060
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk2/riftcoach_wr_intelligence_database_v0_6_0_chunk2/lineage/source_claims_abilities.jsonl,abilities,35,0,claim_id|entity_type|entity_id|field|value|claim_type|source_status|source_family|source_urls|patch_version|retrieved_at|created_at|confidence|caveat,23748
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk2/riftcoach_wr_intelligence_database_v0_6_0_chunk2/rag/chunks_ability_lockfile_seed.jsonl,abilities,4,0,chunk_id|entity_type|entity_id|patch_version|source_status|metadata|text_for_embedding,2665
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/database/entities/wr_abilities_a_g_full.jsonl,abilities,170,0,id|champion_id|champion_name|slot|display_slot|name|ability_type|has_active_component|has_passive_component|has_empowered_component|has_recast_component|brief_description|full_description|cost|cooldowns|cast_time|target_range|effect_radius|width|speed|duration|damage_values|scaling|active_effects|passive_effects|damage_types|defense_types|crowd_control_types|effect_tags|ability_forms,775980
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/database/entities/wr_ability_lockfile_a_g_flat.jsonl,abilities,170,0,champion_id|slot|name|source_status|patch_version|source_urls,66991
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/database/entities/wr_champions_a_g_full.jsonl,champions,34,0,id|entity_id|name|title|entity_type|game|not_lol_pc|patch_version|valid_from_patch|valid_to_patch|brief_description|full_description|classes|class_tags|roles|positions|lanes|lane_tags|resource|range_type|adaptive_type|ratings|damage_profile|defense_profile|base_stats|abilities|abilities_by_key|ability_ids|effects|strategic_pro_analyst,1795889
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/graph/edges_champions_a_g.jsonl,champions,1241,0,edge_id|source_id|relationship_type|target_id|properties|patch_version,300214
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/graph/nodes_champions_a_g.jsonl,champions,562,0,node_id|node_type|label|properties|patch_version,94019
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/lineage/field_level_provenance_champions_a_g.jsonl,champions,340,0,field|value|unit|source_status|source_family|source_urls|retrieved_at|patch_version|confidence|claim_id,163089
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/lineage/source_claims_champions_a_g.jsonl,champions,170,0,claim_id|entity_id|claim_type|claim_value|source_status|source_urls|confidence|patch_version|needs_live_revalidation,98640
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/rag/chunks_abilities_a_g.jsonl,abilities,170,0,chunk_id|entity_id|entity_type|champion_id|patch_version|source_status|metadata|text_for_embedding|source_urls,140596
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk3/riftcoach_wr_intelligence_database_v0_6_0_chunk3/rag/chunks_champions_a_g.jsonl,champions,34,0,chunk_id|entity_id|entity_type|patch_version|source_status|metadata|text_for_embedding|source_urls,33185
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/features/champion_features_H_N.jsonl,champions,44,0,champion_id|class_count|lane_count|effect_count|patch_version|source_status,7541
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/graph/edges_champions_H_N.jsonl,champions,1210,0,id|source|target|type|patch_version|source_status,219755
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/graph/nodes_champions_H_N.jsonl,champions,519,0,id|type|label|entity_id|patch_version|source_status,89684
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/lineage/field_level_provenance_champions_H_N.jsonl,champions,440,0,field_id|entity_id|field_path|value|source_status|source_family|source_urls|patch_version|confidence|notes,257105
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/lineage/source_claims_champions_H_N.jsonl,champions,220,0,claim_id|entity_id|claim_type|claim|value|source_status|source_urls|source_family|confidence|patch_version|caveat,156339
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/rag/chunks_abilities_H_N.jsonl,abilities,220,0,chunk_id|entity_type|entity_id|champion_id|patch_version|source_status|metadata|text_for_embedding,137750
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk4/riftcoach_wr_intelligence_database_v0_6_0_chunk4/rag/chunks_champions_H_N.jsonl,champions,44,0,chunk_id|entity_type|entity_id|patch_version|source_status|metadata|text_for_embedding,29908
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/database/entities/wr_abilities_O_Z_full.jsonl,abilities,300,0,id|entity_id|champion_id|champion_name|slot|slot_label|name|game|not_lol_pc|patch_version|ability_type|has_active_component|has_passive_component|has_empowered_component|has_recast_component|brief_description|full_description|cost|cooldowns|cast_time|target_range|effect_radius|width|speed|duration|damage_values|effect_values|scaling|active_effects|passive_effects,1583167
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/database/entities/wr_ability_lockfile_O_Z_flat.jsonl,abilities,300,0,champion_id|champion_name|slot|ability_name|source_status|patch_version,56841
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/database/entities/wr_champions_O_Z_full.jsonl,champions,60,0,id|entity_id|name|title|entity_type|game|not_lol_pc|patch_version|brief_description|full_description|classes|roles|positions|lanes|resource|range_type|adaptive_type|ratings|damage_profile|defense_profile|base_stats|abilities_by_key|abilities_array|ability_effects_summary|strategy|manual_review_required|manual_review_notes|provenance|rag|source_status,3738853
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/features/champion_features_O_Z.jsonl,champions,60,0,champion_id|class_count|lane_count|effect_count|manual_review_required|patch_version|source_status,12081
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/graph/edges_champions_O_Z.jsonl,champions,1566,0,id|source|target|type|patch_version|source_status,286581
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/graph/nodes_champions_O_Z.jsonl,champions,712,0,id|type|label|entity_id|patch_version|source_status,123640
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/lineage/field_level_provenance_champions_O_Z.jsonl,champions,600,0,field_id|entity_id|field_path|value|source_status|source_family|source_urls|patch_version|confidence|notes,346276
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/lineage/source_claims_champions_O_Z.jsonl,champions,300,0,claim_id|entity_id|claim_type|claim|value|source_status|source_urls|source_family|confidence|patch_version|caveat,203437
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/rag/chunks_abilities_O_Z.jsonl,abilities,300,0,chunk_id|entity_type|entity_id|champion_id|patch_version|source_status|metadata|text_for_embedding,208771
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk5/riftcoach_wr_intelligence_database_v0_6_0_chunk5/rag/chunks_champions_O_Z.jsonl,champions,60,0,chunk_id|entity_type|entity_id|patch_version|source_status|metadata|text_for_embedding,47382
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk6/riftcoach_wr_intelligence_database_v0_6_0_chunk6/database/entities/wr_items_full.jsonl,items,116,0,id|entity_id|name|entity_type|game|not_lol_pc|patch_version|current_list_status|brief_description|full_description|item_class|item_tier|build_slot_type|valid_build_option|support_item_compatible|role_tags|class_tags|stat_tags|damage_types|defense_types|effect_tags|stats|economy|cooldowns|active_effects|passive_effects|when_to_build|why_to_build|when_to_avoid|synergy_rules,573660
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk6/riftcoach_wr_intelligence_database_v0_6_0_chunk6/gnn/item_edge_index_seed.jsonl,items,419,0,source|target|relation_type|source_status,65637
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk6/riftcoach_wr_intelligence_database_v0_6_0_chunk6/gnn/item_node_features.jsonl,items,116,0,node_id|node_type|features|patch_version,25538
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk6/riftcoach_wr_intelligence_database_v0_6_0_chunk6/graph/edges_items.jsonl,items,419,0,id|source|target|type|properties,101346
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk6/riftcoach_wr_intelligence_database_v0_6_0_chunk6/graph/nodes_items.jsonl,items,153,0,id|label|type|properties,31210
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk6/riftcoach_wr_intelligence_database_v0_6_0_chunk6/lineage/field_level_provenance_items.jsonl,items,348,0,entity_id|field|value|legacy_seed_value|source_status|source_urls|patch_version,109045
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk6/riftcoach_wr_intelligence_database_v0_6_0_chunk6/lineage/source_claims_items.jsonl,items,232,0,claim_id|entity_id|claim_type|field|value|unit|source_family|source_urls|source_status|patch_version|retrieved_at|confidence|notes,129980
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk6/riftcoach_wr_intelligence_database_v0_6_0_chunk6/rag/chunks_item_economy.jsonl,items,116,0,chunk_id|entity_id|entity_type|patch_version|text|metadata|embedding_ready,53618
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk6/riftcoach_wr_intelligence_database_v0_6_0_chunk6/rag/chunks_items.jsonl,items,116,0,chunk_id|entity_id|entity_type|patch_version|text|metadata|source_status|embedding_ready,90321
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk7/riftcoach_wr_intelligence_database_v0_6_0_chunk7/database/entities/wr_runes_full.jsonl,runes,53,0,id|name|entity_type|game|not_lol_pc|patch_version|rune_type|path|slot|slot_index|brief_description|full_description|stats|cooldowns|active_effects|passive_effects|damage_types|defense_types|effect_tags|best_for|avoid_when|combine_with|source_urls|source_status|source_family|provenance|rag|graph,166812
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk7/riftcoach_wr_intelligence_database_v0_6_0_chunk7/features/rune_feature_seed.jsonl,runes,53,0,entity_id|entity_type|features|patch_version,11421
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk7/riftcoach_wr_intelligence_database_v0_6_0_chunk7/gnn/rune_edge_index_seed.jsonl,runes,374,0,edge_id|source|target|relation_type|edge_index|patch_version,66257
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk7/riftcoach_wr_intelligence_database_v0_6_0_chunk7/gnn/rune_node_features.jsonl,runes,53,0,node_id|node_type|features|label_fields|patch_version,19192
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk7/riftcoach_wr_intelligence_database_v0_6_0_chunk7/graph/edges_runes.jsonl,runes,374,0,edge_id|source|relationship_type|target|properties|patch_version,90693
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk7/riftcoach_wr_intelligence_database_v0_6_0_chunk7/graph/nodes_runes.jsonl,runes,197,0,node_id|node_type|label|properties|patch_version,39637
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk7/riftcoach_wr_intelligence_database_v0_6_0_chunk7/lineage/field_level_provenance_runes.jsonl,runes,318,0,provenance_id|entity_id|entity_type|field|value|source_status|source_urls|source_family|patch_version|confidence,175607
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk7/riftcoach_wr_intelligence_database_v0_6_0_chunk7/lineage/source_claims_runes.jsonl,runes,53,0,claim_id|entity_id|entity_type|claim_type|claim|value|source_urls|source_family|source_status|retrieved_at|patch_version|confidence|caveat,47820
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk7/riftcoach_wr_intelligence_database_v0_6_0_chunk7/rag/chunks_rune_rules.jsonl,runes,1,0,chunk_id|entity_type|entity_id|title|patch_version|text|metadata|source_urls,586
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk7/riftcoach_wr_intelligence_database_v0_6_0_chunk7/rag/chunks_runes.jsonl,runes,53,0,chunk_id|entity_id|entity_type|title|patch_version|text|metadata|source_urls,53796
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk8/riftcoach_wr_intelligence_database_v0_6_0_chunk8/database/entities/wr_spells_full.jsonl,spells,9,0,id|name|aliases|entity_type|game|not_lol_pc|patch_version|valid_from_patch|valid_to_patch|brief_description|full_description|spell_slot_type|availability|stats|cooldowns|range|breaks_stealth|active_effects|passive_effects|damage_types|defense_types|crowd_control_types|effect_tags|special_forms|when_to_choose|why_to_choose|when_to_avoid|synergy_rules|counterplay_rules|recommendation_reason_codes,43290
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk8/riftcoach_wr_intelligence_database_v0_6_0_chunk8/features/spell_feature_seed.jsonl,spells,9,0,entity_id|has_true_damage|has_heal|has_shield|has_mobility|has_cc_mitigation|cooldown_seconds|source_verified,1566
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk8/riftcoach_wr_intelligence_database_v0_6_0_chunk8/gnn/spell_edge_index_seed.jsonl,spells,103,0,source|target|relation|source_status,13289
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk8/riftcoach_wr_intelligence_database_v0_6_0_chunk8/gnn/spell_node_features.jsonl,spells,77,0,node_id|node_type|features,8789
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk8/riftcoach_wr_intelligence_database_v0_6_0_chunk8/graph/edges_spells.jsonl,spells,103,0,edge_id|source|target|relationship_type|source_status|patch_version,29884
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk8/riftcoach_wr_intelligence_database_v0_6_0_chunk8/graph/nodes_spells.jsonl,spells,77,0,node_id|node_type|label|patch_version|source_status|properties,13675
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk8/riftcoach_wr_intelligence_database_v0_6_0_chunk8/lineage/field_level_provenance_spells.jsonl,spells,47,0,entity_id|field|value|source_status|source_url|patch_version|confidence,23149
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk8/riftcoach_wr_intelligence_database_v0_6_0_chunk8/lineage/source_claims_spells.jsonl,spells,47,0,claim_id|entity_id|field|claim_type|value|source_url|source_family|source_status|patch_version|confidence|retrieved_at,31087
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk8/riftcoach_wr_intelligence_database_v0_6_0_chunk8/rag/chunks_spells.jsonl,spells,9,0,chunk_id|entity_id|entity_type|patch_version|source_status|source_urls|metadata|text_for_embedding|brief|full,9182
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk9/riftcoach_wr_intelligence_database_v0_6_0_chunk9/features/build_feature_seed.jsonl,builds,270,0,entity_id|features,51001
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk9/riftcoach_wr_intelligence_database_v0_6_0_chunk9/gnn/build_edge_index_seed.jsonl,builds,270,0,src|dst|rel,25997
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk9/riftcoach_wr_intelligence_database_v0_6_0_chunk9/gnn/build_node_features.jsonl,builds,270,0,node_id|node_type|features,53161
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk9/riftcoach_wr_intelligence_database_v0_6_0_chunk9/graph/edges_builds.jsonl,builds,6191,0,source_id|relationship_type|target_id|properties,1213164
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk9/riftcoach_wr_intelligence_database_v0_6_0_chunk9/graph/nodes_builds.jsonl,builds,310,0,id|type|label|properties,71030
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk9/riftcoach_wr_intelligence_database_v0_6_0_chunk9/lineage/field_level_provenance_builds.jsonl,builds,270,0,entity_id|field|value_summary|source_status|source_family|source_url|patch_version|confidence,72739
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk9/riftcoach_wr_intelligence_database_v0_6_0_chunk9/lineage/source_claims_builds.jsonl,builds,272,0,claim_id|claim_type|entity_id|claim_summary|source_family|source_url|source_status|patch_version|confidence|caveat,140217
