relative_path,domain,root_type,top_len,record_count,top_keys,bytes,shape_json
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/rules/gold_and_cooldown_claim_rules.json,ai,dict,3,,schema_version|numeric_claim_policy|applies_to,424,"{""type"": ""dict"", ""keys"": [""schema_version"", ""numeric_claim_policy"", ""applies_to""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/rules/item_gold_accuracy_rules.json,items,dict,7,,schema_version|patch_version|rule_id|severity|applies_to|requirements|required_gold_fields,1056,"{""type"": ""dict"", ""keys"": [""schema_version"", ""patch_version"", ""rule_id"", ""severity"", ""applies_to"", ""requirements"", ""required_gold_fields""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/rules/item_slot_rules.json,items,dict,4,,schema_version|patch_version|standard_item_rules|validations,662,"{""type"": ""dict"", ""keys"": [""schema_version"", ""patch_version"", ""standard_item_rules"", ""validations""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/rules/karma_regression_rule.json,other,dict,7,,schema_version|patch_version|test_id|champion_id|must_match|must_include_effects|failure_severity,497,"{""type"": ""dict"", ""keys"": [""schema_version"", ""patch_version"", ""test_id"", ""champion_id"", ""must_match"", ""must_include_effects"", ""failure_severity""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/rules/recommendation_reason_codes.json,other,dict,2,,schema_version|reason_codes,2556,"{""type"": ""dict"", ""keys"": [""schema_version"", ""reason_codes""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/rules/rune_slot_rules.json,runes,dict,7,,schema_version|patch_version|rune_loadout_rules|keystones|primary_paths|aliases|blocker_validations,2618,"{""type"": ""dict"", ""keys"": [""schema_version"", ""patch_version"", ""rune_loadout_rules"", ""keystones"", ""primary_paths"", ""aliases"", ""blocker_validations""], ""len"": 7}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/rules/spell_allowlist_rules.json,spells,dict,5,,schema_version|patch_version|final_spells|excluded_spells|validations,456,"{""type"": ""dict"", ""keys"": [""schema_version"", ""patch_version"", ""final_spells"", ""excluded_spells"", ""validations""], ""len"": 5}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/rules/support_item_slot_rules.json,items,dict,4,,schema_version|patch_version|support_item_rules|support_build_validations,713,"{""type"": ""dict"", ""keys"": [""schema_version"", ""patch_version"", ""support_item_rules"", ""support_build_validations""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/class_tags.json,other,dict,2,,schema_version|classes,367,"{""type"": ""dict"", ""keys"": [""schema_version"", ""classes""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/confidence_scoring_components.json,other,dict,4,,schema_version|components|scale|recommended_formula,405,"{""type"": ""dict"", ""keys"": [""schema_version"", ""components"", ""scale"", ""recommended_formula""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/cooldown_type_taxonomy.json,other,dict,3,,schema_version|cooldown_types|fields_required_by_type,826,"{""type"": ""dict"", ""keys"": [""schema_version"", ""cooldown_types"", ""fields_required_by_type""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/crowd_control_types.json,other,dict,2,,schema_version|crowd_control_types,337,"{""type"": ""dict"", ""keys"": [""schema_version"", ""crowd_control_types""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/damage_types.json,other,dict,3,,schema_version|damage_types|damage_modifiers,405,"{""type"": ""dict"", ""keys"": [""schema_version"", ""damage_types"", ""damage_modifiers""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/defense_types.json,other,dict,2,,schema_version|defense_types,471,"{""type"": ""dict"", ""keys"": [""schema_version"", ""defense_types""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/effects_taxonomy.json,other,dict,8,,schema_version|patch_version|damage_effects|defense_effects|mobility_effects|crowd_control_effects|utility_effects|special_mechanics,1749,"{""type"": ""dict"", ""keys"": [""schema_version"", ""patch_version"", ""damage_effects"", ""defense_effects"", ""mobility_effects"", ""crowd_control_effects"", ""utility_effects"", ""special_mechanics""], ""len"": 8}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/gold_field_taxonomy.json,other,dict,4,,schema_version|gold_fields|units|missing_policy,356,"{""type"": ""dict"", ""keys"": [""schema_version"", ""gold_fields"", ""units"", ""missing_policy""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/item_categories.json,items,dict,3,,schema_version|item_categories|combat_categories,369,"{""type"": ""dict"", ""keys"": [""schema_version"", ""item_categories"", ""combat_categories""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/lane_tags.json,other,dict,3,,schema_version|lanes|aliases,249,"{""type"": ""dict"", ""keys"": [""schema_version"", ""lanes"", ""aliases""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/position_tags.json,other,dict,3,,schema_version|positions|normalized,203,"{""type"": ""dict"", ""keys"": [""schema_version"", ""positions"", ""normalized""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/role_tags.json,other,dict,2,,schema_version|roles,263,"{""type"": ""dict"", ""keys"": [""schema_version"", ""roles""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/rune_paths_and_slots.json,runes,dict,4,,schema_version|keystones|primary_paths|slot_counts,1776,"{""type"": ""dict"", ""keys"": [""schema_version"", ""keystones"", ""primary_paths"", ""slot_counts""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/source_statuses.json,other,dict,3,,schema_version|source_statuses|source_families,502,"{""type"": ""dict"", ""keys"": [""schema_version"", ""source_statuses"", ""source_families""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/database/taxonomy/threat_types.json,other,dict,2,,schema_version|threat_types,476,"{""type"": ""dict"", ""keys"": [""schema_version"", ""threat_types""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/events/event_stream_processor_spec.json,other,dict,6,,schema_version|stage|local_first_default|future_streaming_options|topics|human_approval_required_for,463,"{""type"": ""dict"", ""keys"": [""schema_version"", ""stage"", ""local_first_default"", ""future_streaming_options"", ""topics"", ""human_approval_required_for""], ""len"": 6}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/events/event_taxonomy.json,other,dict,2,,schema_version|events,442,"{""type"": ""dict"", ""keys"": [""schema_version"", ""events""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/features/feature_definitions.json,other,dict,2,,schema_version|features,1356,"{""type"": ""dict"", ""keys"": [""schema_version"", ""features""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/features/feature_store_spec.json,other,dict,6,,schema_version|stage|offline_store|online_store|freshness|governance,238,"{""type"": ""dict"", ""keys"": [""schema_version"", ""stage"", ""offline_store"", ""online_store"", ""freshness"", ""governance""], ""len"": 6}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/features/feature_views.json,other,dict,2,,schema_version|feature_views,563,"{""type"": ""dict"", ""keys"": [""schema_version"", ""feature_views""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/gnn/edge_index_spec.json,other,dict,3,,schema_version|format|negative_sampling,208,"{""type"": ""dict"", ""keys"": [""schema_version"", ""format"", ""negative_sampling""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/gnn/label_definitions.json,other,dict,3,,schema_version|tasks|labels_status,333,"{""type"": ""dict"", ""keys"": [""schema_version"", ""tasks"", ""labels_status""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/gnn/negative_sampling_config.json,other,dict,3,,schema_version|strategy|rules,338,"{""type"": ""dict"", ""keys"": [""schema_version"", ""strategy"", ""rules""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/gnn/node_feature_spec.json,other,dict,2,,schema_version|features,320,"{""type"": ""dict"", ""keys"": [""schema_version"", ""features""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/gnn/node_type_map.json,other,dict,2,,schema_version|node_types,431,"{""type"": ""dict"", ""keys"": [""schema_version"", ""node_types""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/gnn/relation_type_map.json,other,dict,2,,schema_version|relation_types,571,"{""type"": ""dict"", ""keys"": [""schema_version"", ""relation_types""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/graph/graph_constraints.json,ai,dict,2,,schema_version|constraints,288,"{""type"": ""dict"", ""keys"": [""schema_version"", ""constraints""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/graph/ontology.json,other,dict,4,,schema_version|node_types|relationship_types|property_requirements,1087,"{""type"": ""dict"", ""keys"": [""schema_version"", ""node_types"", ""relationship_types"", ""property_requirements""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/graph/relationship_types.json,other,dict,2,,schema_version|relationship_types,1790,"{""type"": ""dict"", ""keys"": [""schema_version"", ""relationship_types""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/manifest.json,other,dict,12,,package_name|database_version|patch_version|created_at|chunk|scope|source_policy|src_alignment|critical_blockers_for_later_chunks|expected_later_chunks|file_count|files_sha256,26617,"{""type"": ""dict"", ""keys"": [""package_name"", ""database_version"", ""patch_version"", ""created_at"", ""chunk"", ""scope"", ""source_policy"", ""src_alignment"", ""critical_blockers_for_later_chunks"", ""expected_later_chunks"", ""file_count"", ""files_sha256""], ""len"": 12}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/neuro_symbolic/reasoning_trace_schema.json,other,dict,2,,schema_version|fields,233,"{""type"": ""dict"", ""keys"": [""schema_version"", ""fields""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/neuro_symbolic/rule_catalog.json,other,dict,2,,schema_version|rules,513,"{""type"": ""dict"", ""keys"": [""schema_version"", ""rules""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/neuro_symbolic/symbolic_fact_schema.json,other,dict,2,,schema_version|fact_shape,266,"{""type"": ""dict"", ""keys"": [""schema_version"", ""fact_shape""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/public/data/boots_progression_rules.json,other,dict,3,,basic_boots|tier_2_boots|boot_enchantments,522,"{""type"": ""dict"", ""keys"": [""basic_boots"", ""tier_2_boots"", ""boot_enchantments""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/public/data/build_legality_rules.json,builds,dict,2,,$ref|note,178,"{""type"": ""dict"", ""keys"": [""$ref"", ""note""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/public/data/effects_taxonomy.json,other,dict,8,,schema_version|patch_version|damage_effects|defense_effects|mobility_effects|crowd_control_effects|utility_effects|special_mechanics,1749,"{""type"": ""dict"", ""keys"": [""schema_version"", ""patch_version"", ""damage_effects"", ""defense_effects"", ""mobility_effects"", ""crowd_control_effects"", ""utility_effects"", ""special_mechanics""], ""len"": 8}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/public/data/item_slot_rules.json,items,dict,2,,standard|support,153,"{""type"": ""dict"", ""keys"": [""standard"", ""support""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/public/data/rules_manifest.json,other,dict,4,,database_version|patch_version|rules|status,304,"{""type"": ""dict"", ""keys"": [""database_version"", ""patch_version"", ""rules"", ""status""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/public/data/rune_slot_rules.json,runes,dict,3,,keystones|primary_paths|slot_counts,1747,"{""type"": ""dict"", ""keys"": [""keystones"", ""primary_paths"", ""slot_counts""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/public/data/source_policy.json,other,dict,3,,approved_source_families|game_scope|not_lol_pc,179,"{""type"": ""dict"", ""keys"": [""approved_source_families"", ""game_scope"", ""not_lol_pc""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/public/data/spell_allowlist_rules.json,spells,dict,2,,final_spells|excluded_spells,224,"{""type"": ""dict"", ""keys"": [""final_spells"", ""excluded_spells""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/quality/ability_extraction_audit.schema.json,abilities,dict,3,,schema_version|fields|slot_requirements,356,"{""type"": ""dict"", ""keys"": [""schema_version"", ""fields"", ""slot_requirements""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/quality/acceptance_criteria.json,other,dict,2,,schema_version|chunk1_acceptance_criteria,391,"{""type"": ""dict"", ""keys"": [""schema_version"", ""chunk1_acceptance_criteria""], ""len"": 2}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/quality/blocker_validation_matrix.json,other,dict,4,,schema_version|database_version|patch_version|blocker_validations,1048,"{""type"": ""dict"", ""keys"": [""schema_version"", ""database_version"", ""patch_version"", ""blocker_validations""], ""len"": 4}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/quality/boots_progression_accuracy_report.schema.json,other,dict,3,,schema_version|expected_counts|blocker_if,278,"{""type"": ""dict"", ""keys"": [""schema_version"", ""expected_counts"", ""blocker_if""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/quality/chunk1_validation_report.json,other,dict,6,,report_id|database_version|generated_at|status|checks|known_gaps,1603,"{""type"": ""dict"", ""keys"": [""report_id"", ""database_version"", ""generated_at"", ""status"", ""checks"", ""known_gaps""], ""len"": 6}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/quality/cooldown_accuracy_report.schema.json,other,dict,3,,schema_version|required_report_fields|blocker_if,337,"{""type"": ""dict"", ""keys"": [""schema_version"", ""required_report_fields"", ""blocker_if""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/quality/item_gold_accuracy_report.schema.json,items,dict,3,,schema_version|required_report_fields|blocker_if,308,"{""type"": ""dict"", ""keys"": [""schema_version"", ""required_report_fields"", ""blocker_if""], ""len"": 3}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/quality/karma_regression_test.json,other,dict,6,,test_id|database_version|status|must_match|must_include_effects|failure_severity,494,"{""type"": ""dict"", ""keys"": [""test_id"", ""database_version"", ""status"", ""must_match"", ""must_include_effects"", ""failure_severity""], ""len"": 6}"
chatgpt_chunks_extracted/riftcoach_wr_intelligence_database_v0_6_0_chunk1/riftcoach_wr_intelligence_database_v0_6_0_chunk1/quality/missing_values_policy.json,other,dict,3,,schema_version|policy|allowed_missing_reasons,387,"{""type"": ""dict"", ""keys"": [""schema_version"", ""policy"", ""allowed_missing_reasons""], ""len"": 3}"
